SMILES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,AromaticRings
CN1c2ccccc2N(C)c2cc(-c3cc4nccnc4cn3)ccc21,1.8843,2.775,3.2666,3.387,3.6035,3.767,3.9876,4.0054,4.1225,4.1685,4.2028,4.334,4.4412,4.5788,4.6725,1.6831,2.37,2.6747,2.8364,3.0527,3.3122,3.3792,3.431,3.5774,3.599,3.7042,3.7571,4.1057,4.1412,4.2036,4
CN(C)c1cc2nccnc2cn1,3.0255,3.4351,4.256,4.3774,4.8294,5.1824,5.1968,5.2809,5.3451,5.6539,5.8094,6.4462,6.5142,6.6677,6.6839,2.2163,2.8754,3.3696,3.6735,3.8008,4.1826,4.3921,4.5542,4.7387,5.0671,5.1934,5.3951,5.631,5.7898,6.169,2
CCN(CC)c1cc2nccnc2cn1,2.9632,3.4292,4.2509,4.3595,4.8574,5.1449,5.1932,5.221,5.3153,5.6855,5.7919,6.4377,6.5084,6.669,6.6927,2.1599,2.8728,3.364,3.6582,3.8044,4.1334,4.3916,4.5293,4.7652,5.0614,5.2193,5.4321,5.6148,5.8007,6.1516,2
c1cnc2cc(N3CCC3)ncc2n1,3.046,3.435,4.2985,4.4035,4.8367,5.192,5.2096,5.2381,5.3365,5.6898,5.8046,6.4758,6.5188,6.6658,6.6758,2.2235,2.8733,3.3918,3.6928,3.846,4.1792,4.3884,4.5555,4.7481,5.0849,5.1972,5.4269,5.6197,5.8049,6.1489,2
c1cnc2cc(N3CCOCC3)ncc2n1,3.0244,3.4324,4.2953,4.3715,4.5458,4.8284,5.1736,5.1887,5.2096,5.3204,5.6953,5.8072,5.8734,6.2494,6.4822,2.2189,2.8729,3.3744,3.6783,3.8435,4.1843,4.3869,4.5201,4.5532,4.7361,5.0666,5.1971,5.4442,5.6267,5.7691,2
CCN(CC)c1ccc(-c2cc3nccnc3cn2)cc1,2.5512,3.3926,3.5998,3.9759,4.1001,4.1518,4.3596,4.4759,4.6395,4.8067,4.9426,5.1298,5.1806,5.258,5.4875,2.065,2.842,2.8502,3.168,3.5621,3.666,3.8243,3.9153,4.0066,4.2748,4.2799,4.3016,4.407,4.6286,4.7124,3
c1cnc2cc(N3CCNCC3)ncc2n1,2.9674,3.434,3.7441,4.281,4.3369,4.8379,5.0433,5.1756,5.1966,5.2395,5.3152,5.692,5.8122,5.9838,6.4702,2.1803,2.8768,3.3489,3.6395,3.7201,3.8462,4.1632,4.3935,4.5413,4.747,5.0149,5.089,5.2034,5.4423,5.6381,2
O=S1(=O)c2ccccc2-c2cc(-c3cc4nccnc4cn3)ccc21,3.3633,3.4279,3.7566,3.9757,3.9893,4.2062,4.2346,4.3146,4.4339,4.6338,4.6698,4.7024,4.7093,4.8025,4.8894,2.482,2.8161,2.9356,3.3754,3.4531,3.6153,3.6342,3.9636,3.9833,4.0519,4.0676,4.1099,4.3015,4.3306,4.3484,4
c1ccc2c(c1)c1ccccc1c1[nH]c(-c3cc4nccnc4cn3)nc21,2.5843,3.1726,3.3494,3.4192,3.797,3.8308,3.8317,4.0034,4.178,4.2657,4.2696,4.3615,4.4945,4.6348,4.6888,2.1007,2.7965,2.8246,3.0281,3.0761,3.2034,3.3946,3.4591,3.6073,3.6532,3.7909,3.8499,3.9308,3.9708,4.1082,6
c1ccc2c(c1)c1ccccc1c1nc(-c3cc4nccnc4cn3)cnc21,3.1007,3.2136,3.2538,3.4103,3.6171,3.7564,3.8679,3.8989,4.0404,4.0636,4.1135,4.1365,4.2485,4.2696,4.4205,2.359,2.7919,2.8564,2.93,2.9603,3.1462,3.3161,3.4682,3.5392,3.6296,3.635,3.7455,3.791,3.8154,3.8604,6
c1cnc2cc(-c3ccc(N4CCOCC4)cc3)ncc2n1,2.7533,3.3894,3.725,3.9782,4.0928,4.1247,4.439,4.5077,4.6253,4.6906,4.8753,4.9078,5.1445,5.1701,5.2439,2.2158,2.8376,2.9621,3.2047,3.5755,3.7993,3.8987,3.9561,4.0196,4.2428,4.2856,4.357,4.3922,4.5451,4.6129,3
COc1ccc(N(c2ccc(OC)cc2)c2cc3nccnc3cn2)cc1,2.5161,3.4146,3.6848,3.7788,3.9546,4.0293,4.1593,4.3377,4.4034,4.457,4.5801,4.6481,4.7277,4.8374,4.958,2.013,2.853,3.0659,3.2699,3.3382,3.6055,3.6357,3.7265,3.8044,3.8254,3.8876,4.0727,4.2974,4.3752,4.4085,4
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc4nccnc4cn3)cc2)cc1,2.2658,3.1539,3.3874,3.565,3.6882,3.7586,3.9661,4.0646,4.1015,4.1361,4.1838,4.3779,4.3875,4.4095,4.4332,1.9596,2.6485,2.8384,2.8584,3.2155,3.3153,3.5257,3.556,3.6068,3.6645,3.7119,3.7522,3.8378,3.9336,3.9671,5
c1ccc(N(c2ccccc2)c2ccc(-c3cc4nccnc4cn3)cc2)cc1,2.4403,3.2838,3.3848,3.7566,3.8911,3.9755,4.0693,4.0744,4.2572,4.268,4.4079,4.4255,4.4607,4.4959,4.519,2.0855,2.7511,2.8347,2.9367,3.2087,3.5368,3.5707,3.6018,3.6731,3.8124,3.9309,3.9827,4.0218,4.0359,4.2178,5
Cc1ccc(N(c2ccc(C)cc2)c2cc3nccnc3cn2)cc1,2.6342,3.4128,3.8352,3.9628,4.1093,4.1907,4.2731,4.3406,4.4056,4.478,4.6133,4.6995,4.7127,4.9247,5.138,2.0791,2.8514,3.1164,3.3217,3.3583,3.6633,3.7022,3.8567,3.9297,4.1084,4.1298,4.2046,4.2636,4.3578,4.3814,4
c1ccn(-c2ccc(-c3cc4nccnc4cn3)cc2)c1,3.0368,3.0381,3.3819,3.7918,3.8922,3.992,4.0945,4.2127,4.3856,4.6248,4.6741,4.7072,4.8537,4.9777,5.0213,2.3854,2.8281,2.9815,3.1279,3.3037,3.4665,3.6001,3.8171,3.9613,4.0769,4.1764,4.199,4.2793,4.2941,4.3725,4
c1ccn(-c2cc3nccnc3cn2)c1,2.8929,3.2499,3.4122,4.0173,4.2633,4.3817,4.6418,4.8218,4.9912,5.0735,5.1528,5.3527,5.3838,5.6797,6.0756,2.4387,2.773,2.8462,3.3597,3.4451,3.7401,3.8383,4.1975,4.3535,4.3635,4.5581,4.6474,4.9739,5.0059,5.0861,3
Cc1ccc(C)n1-c1cc2nccnc2cn1,2.2075,3.1592,3.3074,3.4008,4.13,4.2741,4.3353,4.4585,4.6047,4.8774,5.1532,5.2437,5.2761,5.6892,5.8516,2.1714,2.5317,2.8322,3.0281,3.3871,3.71,3.7557,3.9771,4.0371,4.34,4.3961,4.4946,4.5071,4.772,4.8556,3
Cc1ccc(C)n1-c1ccc(-c2cc3nccnc3cn2)cc1,2.3138,3.0602,3.1353,3.3805,3.7004,3.9364,3.987,4.0265,4.1632,4.314,4.376,4.4651,4.7178,4.8177,4.8464,2.3041,2.4716,2.8244,2.9906,3.2512,3.2612,3.5985,3.6586,3.8253,3.924,4.0439,4.0763,4.077,4.1921,4.2959,4
c1ccc2cc(N(c3ccc4ccccc4c3)c3cc4nccnc4cn3)ccc2c1,2.5896,3.3589,3.3959,3.4369,3.5354,3.6886,3.8959,3.9712,4.0328,4.2205,4.2909,4.3649,4.39,4.4366,4.5858,2.0907,2.5683,2.6647,2.8471,3.0877,3.2624,3.3975,3.4272,3.5782,3.6186,3.6817,3.7143,3.955,4.0473,4.0988,6
c1ccc2cc(-c3cc4nccnc4cn3)ccc2c1,2.9794,3.3648,3.5003,3.8577,3.949,4.1374,4.3552,4.4012,4.5482,4.8024,4.834,4.8655,5.0059,5.1396,5.1601,2.2394,2.7564,2.8209,3.1858,3.4616,3.5482,3.5704,3.8062,3.9617,4.099,4.1459,4.2032,4.3592,4.3638,4.4699,4
c1ccc2c(-c3cc4nccnc4cn3)c3ccccc3cc2c1,2.3616,3.1507,3.3762,3.5299,3.6327,3.8753,3.8879,4.0437,4.1617,4.4208,4.4773,4.5093,4.6376,4.7522,4.7596,1.7386,2.2982,2.8188,2.8613,3.2681,3.3847,3.4425,3.4873,3.6675,3.7354,3.7699,4.0486,4.1072,4.2037,4.262,5
c1ccc(-c2nc(-c3cc4nccnc4cn3)[nH]c2-c2ccccc2)cc1,2.5823,3.3617,3.4884,3.7204,3.7988,3.881,4.0241,4.2056,4.3058,4.3529,4.391,4.4146,4.5203,4.6019,4.6526,2.1207,2.822,2.83,3.0712,3.2203,3.4795,3.6077,3.643,3.7653,3.9408,4.0038,4.0425,4.0599,4.1694,4.2388,5
Fc1ccc(-c2nc(-c3cc4nccnc4cn3)[nH]c2-c2ccc(F)cc2)cc1,2.5944,3.362,3.4875,3.717,3.8794,4.0373,4.0614,4.1378,4.1916,4.3491,4.436,4.5139,4.6138,4.6272,4.7322,2.1417,2.8257,2.8474,3.0684,3.2268,3.4922,3.6006,3.6486,3.7729,3.9176,4.0139,4.0304,4.0925,4.1393,4.1724,5
Nc1ccc(-c2nc(-c3cc4nccnc4cn3)[nH]c2-c2ccc(N)cc2)cc1,2.1098,2.9429,3.0197,3.3986,3.5885,3.814,3.8612,3.8993,4.0105,4.1658,4.2292,4.3108,4.4044,4.4329,4.4471,1.8139,2.4866,2.7484,2.8321,2.9663,3.1092,3.43,3.5177,3.5861,3.6543,3.7757,3.834,3.8455,3.8611,4.0277,5
c1ccc(C(=C(c2ccccc2)c2ccc(-c3cc4nccnc4cn3)cc2)c2ccccc2)cc1,2.6738,3.3253,3.3763,3.5783,3.8324,3.8766,3.9499,3.9761,4.0047,4.1877,4.2193,4.2799,4.3302,4.342,4.396,2.1846,2.4961,2.8285,2.9151,3.139,3.4846,3.5614,3.5824,3.6067,3.654,3.8194,3.8725,3.941,3.9691,4.0526,6
C(=C(/c1ccccc1)c1ccc(-c2cc3nccnc3cn2)cc1)\c1ccccc1,2.7892,3.3763,3.4853,3.5992,3.8726,3.9891,4.0155,4.0741,4.1273,4.2953,4.3235,4.3556,4.4216,4.5853,4.6016,2.2853,2.5224,2.827,2.9738,3.1769,3.546,3.6065,3.6178,3.7241,3.8414,3.9659,4.0028,4.0833,4.1073,4.1393,5
S=C1c2cccc3cccc(c23)C(=S)N1c1cc2nccnc2cn1,1.7477,2.2488,2.7954,2.9289,3.0973,3.3204,3.3646,3.3794,3.4495,3.4566,3.5254,3.5396,3.6533,3.8696,3.9143,1.5063,1.6527,1.9061,1.9773,2.4325,2.8339,3.0551,3.1539,3.2779,3.3221,3.3231,3.4073,3.4252,3.4791,3.4942,4
O=C1c2cccc3cccc(c23)C(=O)N1c1cc2nccnc2cn1,3.4121,3.6639,3.7519,3.7855,4.0824,4.0987,4.1045,4.1271,4.1582,4.2133,4.3247,4.4453,4.5955,4.6089,4.6612,2.3293,2.8127,2.834,3.3871,3.3897,3.7343,3.7388,3.7407,3.7973,3.8512,3.9402,4.138,4.1509,4.1898,4.2381,4
CCCCN1C(=O)c2cccc3c(-c4cc5nccnc5cn4)ccc(c23)C1=O,3.148,3.3584,3.5498,3.5721,3.8185,3.9307,3.9865,4.095,4.1316,4.1385,4.1529,4.1903,4.2888,4.3334,4.4446,2.1853,2.7034,2.8075,3.2921,3.3019,3.3181,3.5317,3.5503,3.5749,3.7578,3.8353,3.9823,4.0254,4.0871,4.1174,4
O=C1NC(=O)c2ccc(-c3cc4nccnc4cn3)c3cccc1c23,3.1886,3.3567,3.5661,3.5781,3.8699,3.9733,4.0936,4.1384,4.151,4.1792,4.2068,4.3115,4.365,4.4962,4.5449,2.1959,2.7148,2.8062,3.3107,3.3205,3.3342,3.5337,3.5809,3.8063,3.8357,3.8475,3.9763,4.0772,4.1206,4.1519,4
CCCCN1C(=S)c2cccc3c(-c4cc5nccnc5cn4)ccc(c23)C1=S,1.7901,2.1806,2.6959,2.7862,3.0048,3.0175,3.1774,3.3314,3.4219,3.4423,3.5556,3.6615,3.7539,3.8136,3.8502,1.5244,1.5874,1.8425,1.9831,2.6007,2.782,2.8008,2.9889,3.0998,3.1531,3.2005,3.3542,3.367,3.4364,3.5713,4
S=C1NC(=S)c2ccc(-c3cc4nccnc4cn3)c3cccc1c23,1.9733,2.2478,2.7646,2.9982,3.0328,3.0888,3.3194,3.332,3.4259,3.572,3.5976,3.6704,3.7455,3.8811,3.8974,1.5987,1.7252,1.8182,1.9931,2.6086,2.8038,3.0273,3.0352,3.1671,3.2295,3.3085,3.3408,3.4435,3.5387,3.5548,4
C(=C/c1ccc(-c2cc3nccnc3cn2)s1)\c1cccs1,2.5429,3.0762,3.3805,3.6696,3.8877,4.0535,4.1248,4.1854,4.2537,4.2646,4.5755,4.6445,4.6732,4.6952,4.7237,1.5443,2.2715,2.7928,2.8349,3.1599,3.4298,3.6261,3.67,3.7539,3.7939,3.918,4.0377,4.0972,4.317,4.3487,4
c1ccc2c(c1)Sc1ccccc1N2c1cc2nccnc2cn1,2.8342,3.3904,3.4612,4.003,4.0208,4.197,4.2658,4.3859,4.5227,4.561,4.6152,4.6434,4.6806,4.7249,4.9145,2.217,2.8421,3.2287,3.336,3.4616,3.5322,3.6524,3.713,3.8965,4.1053,4.1581,4.1884,4.2194,4.2707,4.3547,4
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cc3nccnc3cn2)cc1,2.1126,2.8331,3.1891,3.3749,3.5153,3.6009,3.8943,3.9377,3.975,3.9898,4.0223,4.1228,4.193,4.2287,4.2904,2.1104,2.524,2.8159,2.8231,3.0362,3.188,3.3356,3.4924,3.554,3.6265,3.6623,3.6695,3.8784,3.8803,3.9301,5
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cc3nccnc3cn2)o1,2.431,3.0985,3.1937,3.3542,3.3691,3.9845,4.0008,4.0264,4.0757,4.1343,4.1357,4.36,4.3613,4.4683,4.5165,2.2408,2.4276,2.8206,3.0404,3.1278,3.3188,3.3567,3.4739,3.5221,3.5919,3.8286,3.9616,3.9898,4.0796,4.1053,5
c1ccc2c(c1)Oc1ccccc1N2c1cc2nccnc2cn1,2.6081,3.3896,3.6117,3.865,4.0554,4.2095,4.2855,4.3074,4.3967,4.5298,4.6115,4.7149,4.7577,4.8978,4.9715,2.1085,2.8384,3.1566,3.3072,3.4351,3.5929,3.6806,3.7327,3.8659,4.0147,4.1292,4.1917,4.2234,4.2841,4.3578,4
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2cc3nccnc3cn2)cc1,1.7735,2.4863,3.2465,3.3744,3.3801,3.5449,3.6827,3.7816,3.9514,4.0008,4.0095,4.029,4.1738,4.2535,4.274,1.7715,2.4792,2.535,2.8072,2.8216,3.2462,3.3388,3.3505,3.4923,3.5607,3.6105,3.6295,3.7004,3.7673,3.8615,5
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2cc3nccnc3cn2)s1,2.0296,2.6541,3.2657,3.3841,3.4072,3.7595,3.8526,3.9548,4.0526,4.0625,4.0772,4.1772,4.2339,4.2761,4.2937,2.025,2.2675,2.644,2.8301,2.9401,2.9913,3.4053,3.443,3.5667,3.6289,3.6807,3.6819,3.7345,3.8176,3.9607,5
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2cc3nccnc3cn2)o1,2.1003,2.8607,3.1593,3.3666,3.4116,3.9118,3.9691,4.0854,4.123,4.136,4.159,4.213,4.3191,4.3524,4.3891,2.0971,2.2718,2.8197,2.8439,3.0354,3.0854,3.4104,3.4964,3.5786,3.64,3.7027,3.7042,4.0344,4.1192,4.1309,5
CC1(C)c2ccccc2N(c2cc3nccnc3cn2)c2ccccc21,1.9558,2.9999,3.3041,3.374,3.4217,3.5393,4.067,4.0923,4.2325,4.3999,4.455,4.4987,4.5625,4.6092,4.6633,1.943,2.8152,2.8165,2.9739,3.3017,3.3941,3.458,3.5767,3.6663,3.7009,3.7789,3.8456,4.0344,4.1709,4.1945,4
CC1(C)c2ccccc2N(c2ccc(-c3cc4nccnc4cn3)cc2)c2ccccc21,2.0461,2.7535,3.3739,3.4853,3.5673,3.6825,3.6917,3.822,3.9866,4.0452,4.1937,4.2118,4.3232,4.3244,4.3309,2.0443,2.495,2.7474,2.8234,3.211,3.3063,3.5597,3.5665,3.5889,3.6015,3.6073,3.6725,3.7469,3.7744,3.9481,5
CC1(C)c2ccccc2N(c2ccc(-c3cc4nccnc4cn3)s2)c2ccccc21,2.1991,2.8027,3.1618,3.3855,3.6187,3.7196,3.8391,3.9636,4.0733,4.1317,4.1823,4.2797,4.3041,4.3233,4.3556,2.1952,2.2396,2.7907,2.8309,2.9174,3.3077,3.4813,3.5965,3.6178,3.6642,3.6968,3.7522,3.7682,3.9437,3.9677,5
CC1(C)c2ccccc2N(c2ccc(-c3cc4nccnc4cn3)o2)c2ccccc21,2.4361,3.1542,3.1858,3.3947,3.783,3.903,4.033,4.0833,4.1256,4.3639,4.3675,4.3921,4.4686,4.5715,4.6821,2.2775,2.4331,2.8326,3.0626,3.1718,3.3547,3.4575,3.6846,3.7129,3.7823,3.7951,3.9015,3.9951,4.0042,4.0672,5
CN1c2ccccc2N(c2cc3nccnc3cn2)c2ccccc21,1.6544,2.6679,3.0622,3.4118,3.5194,3.7562,3.8363,3.8865,4.0112,4.1291,4.154,4.1818,4.2459,4.5659,4.7677,1.4827,2.5062,2.8193,2.8604,2.8797,3.1069,3.3678,3.4577,3.5079,3.631,3.6924,3.782,3.8622,3.9416,4.0202,4
CN1c2ccccc2N(c2ccc(-c3cc4nccnc4cn3)cc2)c2ccccc21,1.5032,2.2499,3.0147,3.1675,3.3755,3.4911,3.4985,3.584,3.7804,3.816,3.8471,3.9683,3.9882,4.0949,4.1861,1.5019,2.2446,2.5169,2.7495,2.8231,3.0142,3.151,3.3342,3.3945,3.409,3.5442,3.5481,3.5566,3.6166,3.7788,5
CN1c2ccccc2N(c2ccc(-c3cc4nccnc4cn3)s2)c2ccccc21,1.6057,2.2341,3.0829,3.154,3.3861,3.5262,3.5638,3.7326,3.8233,3.8824,3.9469,3.9879,4.0126,4.0694,4.1546,1.6025,2.2238,2.2347,2.8241,2.8292,2.9135,3.0814,3.3639,3.4286,3.4779,3.5507,3.5526,3.6013,3.6748,3.7438,5
CN1c2ccccc2N(c2ccc(-c3cc4nccnc4cn3)o2)c2ccccc21,1.8293,2.6001,3.1503,3.288,3.396,3.5819,3.8282,4.0258,4.0377,4.0431,4.0779,4.1224,4.1257,4.1773,4.3724,1.8272,2.2798,2.5906,2.8337,2.8796,3.0678,3.2867,3.4083,3.4131,3.4547,3.5793,3.7095,3.8096,3.9995,4.0423,5
Cc1cccc2c3cccc(C)c3n(-c3cc4nccnc4cn3)c12,2.1067,2.4717,3.1678,3.3431,3.3777,3.5687,4.0272,4.1153,4.1673,4.1796,4.226,4.4317,4.5447,4.6119,4.6231,2.068,2.4506,2.8088,2.8461,3.1053,3.1957,3.3337,3.4316,3.556,3.6806,3.7728,4.0207,4.0691,4.1113,4.2067,5
O=c1c2ccccc2n(-c2cc3nccnc3cn2)c2ccccc12,2.2017,3.115,3.2508,3.372,3.5285,3.5345,3.59,3.6758,3.7233,4.1073,4.226,4.2757,4.2797,4.5256,4.5288,2.1905,2.8039,2.8289,2.8473,3.116,3.1891,3.2348,3.3935,3.4219,3.5268,3.542,3.6918,3.7018,3.8467,3.9371,5
O=c1c2ccccc2n(-c2ccc(-c3cc4nccnc4cn3)cc2)c2ccccc12,2.5471,3.2183,3.3692,3.4089,3.5706,3.5882,3.6467,3.8599,3.8747,4.0006,4.0164,4.1072,4.1458,4.291,4.3109,2.5219,2.545,2.7942,2.8187,3.1907,3.2125,3.3337,3.3853,3.41,3.4332,3.5982,3.6181,3.8514,3.8611,3.864,6
O=c1c2ccccc2n(-c2ccc(-c3cc4nccnc4cn3)s2)c2ccccc12,2.6468,3.2175,3.264,3.3804,3.4861,3.5863,3.6815,3.8954,3.9014,3.9775,4.0277,4.1009,4.1304,4.2864,4.3303,2.2825,2.6425,2.8245,2.8588,2.9641,3.1793,3.2073,3.4113,3.4201,3.4775,3.5232,3.7044,3.7304,3.8946,3.9112,6
O=c1c2ccccc2n(-c2ccc(-c3cc4nccnc4cn3)o2)c2ccccc12,2.805,3.2354,3.3636,3.5452,3.5859,3.5953,3.7353,3.9807,3.9919,4.0006,4.1425,4.195,4.2093,4.3338,4.3878,2.3082,2.8024,2.816,2.909,3.1255,3.1846,3.4211,3.4239,3.519,3.5382,3.5874,3.5959,3.9877,3.9931,3.9994,6
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4cc5nccnc5cn4)s3)c12,2.4837,2.7782,3.0731,3.1651,3.3835,3.4165,3.669,3.9285,4.0832,4.1069,4.1991,4.2961,4.3076,4.3732,4.3965,2.2339,2.4797,2.776,2.8276,2.9043,3.0611,3.1802,3.4042,3.4708,3.476,3.6672,3.7097,3.7209,3.9769,4.0341,6
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3nccnc3cn2)cc1,2.5854,3.0232,3.3415,3.3786,3.6293,3.7851,3.9916,4.0224,4.0517,4.1821,4.2887,4.3669,4.409,4.5506,4.5555,2.3128,2.8077,2.8309,3.0117,3.0182,3.1831,3.3679,3.5828,3.6339,3.6795,3.7612,3.8996,3.9992,4.0304,4.0475,6
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3nccnc3cn2)s1,2.5626,3.0246,3.1836,3.3836,3.4086,3.6704,4.0117,4.0166,4.0957,4.1007,4.1848,4.3264,4.4536,4.5706,4.6613,2.1018,2.7052,2.8248,2.8444,3.0149,3.1806,3.3994,3.5002,3.5374,3.6497,3.7194,3.7494,3.9074,4.0317,4.0933,6
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4cc5nccnc5cn4)cc3)c12,2.3418,2.7056,3.0419,3.3734,3.451,3.5175,3.6046,3.9777,3.9919,4.111,4.1959,4.2901,4.3164,4.3237,4.3394,2.3399,2.5226,2.7038,2.8215,3.0362,3.1752,3.318,3.3816,3.4443,3.5564,3.5996,3.628,3.8687,3.9453,4.0745,6
c1ccc2c(c1)c1ccccc1n2-c1cc2nccnc2cn1,2.5729,2.8977,3.3999,3.7222,3.8832,4.0121,4.1364,4.1858,4.2649,4.5957,4.6187,4.6215,4.6988,4.8375,4.9723,2.2043,2.8337,2.8743,3.118,3.1779,3.3481,3.4926,3.6976,3.862,3.9169,3.9434,4.0999,4.1187,4.2972,4.3424,5
c1ccc(-c2cc3nccnc3cn2)cc1,3.3781,3.4146,3.9665,3.9804,4.3227,4.3848,4.7272,4.7877,4.8386,4.9668,5.1566,5.3723,5.548,5.6861,5.7545,2.4679,2.8284,3.3075,3.5471,3.5687,3.7877,4.0679,4.1824,4.2751,4.3737,4.4369,4.452,4.6065,4.654,4.7676,3
COc1ccc(-c2cc3nccnc3cn2)cc1,3.0415,3.3839,3.9747,4.0206,4.1584,4.4383,4.4733,4.732,4.8073,4.9023,5.1273,5.1655,5.4273,5.5582,5.5806,2.3241,2.8344,3.1511,3.4116,3.5702,3.8622,4.0459,4.1003,4.2291,4.2403,4.3868,4.3924,4.5412,4.6411,4.6655,3
Nc1ccc(-c2ccc3oc4ccccc4c3c2)cc1,3.8407,4.5328,4.6034,4.6303,4.7697,5.0513,5.2008,5.3339,5.427,5.4922,5.5243,5.5985,5.6823,5.8644,5.9767,3.0802,3.294,3.5055,3.7819,3.9625,4.1261,4.4175,4.4505,4.5105,4.7081,4.7712,4.9712,5.0775,5.1679,5.3394,4
c1ccc2c(c1)ccn2-c1ccc2oc3ccccc3c2c1,3.6157,4.1141,4.4182,4.5719,4.6631,4.7275,4.9258,4.9789,5.0845,5.2969,5.4606,5.5357,5.5716,5.61,5.6808,3.1598,3.2129,3.349,3.8156,3.9038,4.04,4.081,4.3771,4.422,4.4718,4.5903,4.6865,4.8575,4.8713,4.9078,5
c1ccc2c(c1)oc1ccc(-c3ccc4occc4c3)cc12,4.2035,4.5244,4.6192,4.6446,4.8913,4.9644,5.0802,5.1069,5.2375,5.2673,5.4094,5.642,5.6932,5.7718,5.8277,3.1297,3.2846,3.5563,3.7956,4.0118,4.0737,4.3906,4.4725,4.4966,4.5524,4.6486,4.7572,4.8897,4.9259,5.0682,5
c1ccc2c(c1)oc1ccc(-c3ccc4[nH]cnc4c3)cc12,4.1591,4.5201,4.6239,4.8039,4.8829,4.9236,5.0578,5.2155,5.3093,5.3269,5.3806,5.6713,5.7188,5.7327,5.8071,3.1362,3.3768,3.5818,3.8253,3.9902,4.0643,4.4482,4.4743,4.5391,4.677,4.784,4.8172,4.8951,5.1036,5.1745,5
c1cc(-c2ccc3oc4ccccc4c3c2)c2ncoc2c1,4.1525,4.3098,4.55,4.6719,4.7757,5.1382,5.1767,5.2429,5.3005,5.4001,5.4969,5.6499,5.7518,5.7888,5.8456,3.0063,3.2937,3.6451,3.9042,4.0189,4.1813,4.2545,4.4387,4.5178,4.6515,4.7034,4.9221,5.0267,5.0803,5.2015,5
c1ccc2c(c1)oc1ccc(-c3ccc4[nH]nnc4c3)cc12,4.1156,4.2546,4.4352,4.628,4.8834,4.9141,4.9517,5.0592,5.1544,5.2182,5.3152,5.4798,5.4989,5.7202,5.7796,3.0604,3.2346,3.5685,3.6265,3.9216,4.0803,4.1224,4.2813,4.4706,4.5636,4.62,4.7075,4.8321,4.9494,4.9512,5
CN(C)c1ccc(-c2ccc3oc4ccccc4c3c2)cc1,3.6473,4.3159,4.4553,4.5753,4.6873,4.8832,5.1862,5.2661,5.3315,5.4319,5.4729,5.5471,5.6612,5.8226,5.8496,3.049,3.2287,3.4377,3.6745,3.9126,4.1195,4.3482,4.3753,4.5073,4.6173,4.7629,4.8378,5.0299,5.0537,5.2709,4
c1ccc2c(c1)oc1ccc(-c3ccc4cnccc4c3)cc12,4.0328,4.1457,4.1888,4.2544,4.4026,4.5994,4.7001,4.7378,4.945,5.0174,5.0435,5.187,5.2627,5.4011,5.4117,2.6652,3.1741,3.517,3.6814,3.7911,3.9401,3.9788,4.1119,4.1784,4.297,4.3451,4.4762,4.6145,4.7115,4.7823,5
c1cnc2ncc(-c3ccc4oc5ccccc5c4c3)cc2c1,3.7177,3.8333,3.9806,4.3264,4.4317,4.4797,4.6189,4.6646,4.6967,4.8716,4.9449,5.1141,5.1535,5.167,5.3146,2.8104,3.2034,3.3453,3.4893,3.6157,3.8117,3.8465,3.9257,4.1413,4.1609,4.4196,4.4743,4.5216,4.5696,4.5864,5
c1cnc2ccc(-c3ccc4oc5ccccc5c4c3)cc2c1,3.9161,4.1465,4.2505,4.3181,4.3604,4.5863,4.7144,4.8545,4.8895,5.0447,5.1137,5.1844,5.255,5.3572,5.4663,2.6998,3.1838,3.5178,3.6503,3.7274,3.8879,4.0253,4.1431,4.2322,4.2922,4.407,4.4541,4.5977,4.6679,4.8108,5
c1ccc2c(c1)oc1ccc(-c3cnc4cnncc4c3)cc12,3.2284,3.6969,3.8106,3.8262,4.1459,4.2663,4.3635,4.519,4.588,4.6961,4.7253,4.7374,4.8179,5.017,5.096,2.8308,2.8711,3.1159,3.2095,3.4773,3.6197,3.6453,3.7398,3.8329,4.1557,4.1828,4.3158,4.3458,4.3721,4.5115,5
Fc1cc(-c2ccc3oc4ccccc4c3c2)cc(F)c1F,4.2595,4.581,4.7639,4.8919,4.9367,5.1379,5.3157,5.4194,5.4281,5.5718,5.5772,5.7028,5.8017,5.9151,6.0784,3.1263,3.4256,3.6776,4.0734,4.1238,4.3298,4.3929,4.4967,4.6225,4.7296,4.734,4.9706,5.2691,5.3183,5.4082,4
