SMILES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,AromaticRings
c1ccc2c(c1)Cc1ccc(-c3nc4ccccc4s3)cc1-2,3.8244,4.1089,4.2705,4.5048,4.7158,4.7552,4.8017,4.9329,4.9988,5.1613,5.1848,5.3485,5.3895,5.5401,5.5912,2.6667,3.1948,3.4999,3.549,3.9089,4.0844,4.136,4.2859,4.319,4.327,4.4718,4.6323,4.6878,4.8276,4.8882,4
c1ccc2sc(-n3c4ccncc4c4cnccc43)nc2c1,4.1937,4.3582,4.3982,4.5853,4.6068,4.6739,4.7168,4.8249,4.8727,4.9924,5.0526,5.1592,5.2337,5.2741,5.3069,3.1681,3.2429,3.8394,3.8737,4.1051,4.1262,4.2754,4.2825,4.2904,4.3184,4.3449,4.4914,4.5148,4.5736,4.6657,5
c1ccc2sc(-c3c4ccoc4cc4ccoc34)nc2c1,3.5131,3.9081,3.9974,4.5121,4.6076,4.8377,4.9052,4.9697,5.2984,5.3325,5.4062,5.5311,5.7333,5.7388,5.7766,2.2892,3.042,3.3357,3.627,3.9858,4.0902,4.1212,4.2219,4.4001,4.5058,4.6656,4.949,4.9901,5.1591,5.1799,5
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nc3ccccc3s2)s1,2.666,3.7127,3.7575,3.8115,4.0085,4.2406,4.3488,4.4894,4.5364,4.5494,4.6446,4.6509,4.766,4.8565,4.882,2.3978,2.6482,3.1394,3.3158,3.5031,3.6907,3.7008,3.7125,3.8055,3.8595,4.1393,4.1621,4.2356,4.2737,4.4376,5
c1ccc(N(c2ccccc2)c2nc3ccccc3s2)cc1,3.9987,4.1459,4.1989,4.6058,4.6688,4.8985,4.9522,5.1104,5.1773,5.1992,5.318,5.3749,5.4238,5.5194,5.5401,3.104,3.3803,3.6532,3.9455,4.029,4.102,4.2077,4.2572,4.394,4.5218,4.632,4.7787,4.8005,4.8353,4.8773,4
CN(C)c1ccc2cc(-c3nc4ccccc4s3)ccc2c1,3.2908,3.7149,4.1613,4.2312,4.406,4.6994,4.7391,4.881,4.9186,4.9901,5.0449,5.2923,5.3573,5.5086,5.5992,2.2829,3.0408,3.3443,3.3748,3.6606,3.7953,4.014,4.2375,4.3164,4.3388,4.4257,4.6682,4.814,4.823,4.9781,4
c1ccc2sc(-c3ccc(N4CCC4)cc3)nc2c1,3.6979,4.3067,4.451,4.7856,4.8443,4.8534,4.9533,5.2398,5.3491,5.5836,5.5924,5.7436,5.8233,5.8773,6.1141,2.5666,3.4815,3.7666,3.8485,4.1373,4.2194,4.3016,4.4382,4.4443,4.7535,4.834,5.0786,5.323,5.3287,5.4826,3
CN(C)c1cccc2cc(-c3nc4ccccc4s3)ccc12,3.3137,3.8718,3.9836,4.1339,4.3519,4.6307,4.6898,4.8598,4.8969,4.9852,5.0503,5.2281,5.324,5.4433,5.4618,2.3241,2.9593,3.2561,3.5037,3.7256,3.9112,4.079,4.1931,4.278,4.3414,4.436,4.5506,4.696,4.8252,4.9144,4
CN1c2ccccc2N(C)c2cc(-c3nc4ccccc4s3)ccc21,2.7689,3.723,4.0516,4.0885,4.1601,4.3063,4.3703,4.4583,4.5876,4.7868,4.7992,5.013,5.2887,5.3468,5.3677,2.1295,3.0689,3.1235,3.4121,3.4863,3.5971,3.8851,4.0117,4.0325,4.2026,4.3131,4.3826,4.4257,4.4637,4.7123,4
CN(C)c1nc2ccccc2s1,4.6628,4.7231,4.9018,5.3249,5.5839,5.9158,5.9724,6.2597,6.4749,6.5454,6.597,6.7107,6.7762,7.0216,7.0364,3.3516,4.0769,4.1555,4.5089,4.674,4.8597,5.0423,5.6661,5.886,5.9549,6.0711,6.3625,6.3911,6.4065,6.6178,2
CCN(CC)c1nc2ccccc2s1,4.5993,4.6954,4.8522,5.3169,5.5774,5.9159,5.9483,6.216,6.446,6.4743,6.5357,6.7002,6.773,6.9318,6.9934,3.334,4.0359,4.148,4.4506,4.6816,4.8349,5.0442,5.676,5.8988,5.9544,6.0523,6.2843,6.3363,6.3865,6.6055,2
c1ccc2sc(N3CCC3)nc2c1,4.6901,4.7407,4.8794,5.2899,5.5515,5.8585,5.9427,6.2335,6.4778,6.5001,6.5383,6.705,6.7413,6.9561,6.9953,3.3328,4.1,4.1521,4.5243,4.6148,4.8564,5.0187,5.5774,5.8567,5.9248,6.064,6.2586,6.3705,6.4107,6.6048,2
c1ccc2sc(N3CCOCC3)nc2c1,4.6724,4.725,4.8911,5.3378,5.5855,5.9457,5.9706,6.2173,6.3692,6.507,6.5473,6.5769,6.7272,6.7634,6.8197,3.3478,4.0748,4.1531,4.5173,4.6797,4.8355,5.0532,5.6933,5.905,5.9371,6.1141,6.35,6.3588,6.3625,6.4346,2
CCN(CC)c1ccc(-c2nc3ccccc3s2)cc1,3.6508,4.2996,4.3798,4.7622,4.804,4.865,4.8915,5.2029,5.3046,5.5532,5.5904,5.704,5.7877,5.8713,6.1153,2.5396,3.4759,3.6736,3.8486,4.1206,4.186,4.2827,4.4504,4.4623,4.7288,4.7785,5.0624,5.292,5.3162,5.4518,3
c1ccc2sc(N3CCNCC3)nc2c1,4.6484,4.708,4.8778,5.3401,5.5351,5.5808,5.9259,5.9576,5.9734,5.9864,6.1824,6.4039,6.473,6.5608,6.6608,3.3436,4.0533,4.1519,4.4947,4.6838,4.8393,5.0576,5.4973,5.7104,5.9082,5.918,5.9473,5.9837,6.1125,6.2249,2
O=S1(=O)c2ccccc2-c2cc(-c3nc4ccccc4s3)ccc21,3.7535,3.8688,3.9444,4.2745,4.515,4.5726,4.5894,4.7786,4.7892,4.8317,4.9307,5.0834,5.1249,5.3705,5.3951,2.5734,3.0678,3.3696,3.6211,3.7735,3.9454,3.9643,4.1559,4.1686,4.2921,4.3662,4.5221,4.5726,4.5915,4.6395,4
c1ccc2sc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)nc2c1,3.3249,3.7128,3.9312,4.149,4.2003,4.3413,4.5602,4.5972,4.6349,4.7758,4.7951,4.8311,4.9252,5.0838,5.1919,2.3888,2.9931,3.2915,3.3909,3.5405,3.6681,3.6864,3.9599,4.003,4.1192,4.1676,4.2817,4.3275,4.4282,4.436,6
c1ccc2sc(-c3cnc4c5ccccc5c5ccccc5c4n3)nc2c1,3.347,3.3978,3.4961,3.7661,3.9367,4.0438,4.0737,4.1251,4.2948,4.3527,4.4461,4.4991,4.5709,4.8058,5.0046,2.4615,2.9329,2.9735,3.0643,3.1955,3.3548,3.5434,3.646,3.7398,3.7728,3.874,3.9592,4.0114,4.1286,4.3061,6
c1ccc2sc(-c3ccc(N4CCOCC4)cc3)nc2c1,3.6887,4.3007,4.407,4.7691,4.8456,4.8547,4.9535,5.2308,5.3459,5.437,5.5277,5.589,5.6935,5.7967,5.8745,2.5666,3.4757,3.7252,3.8385,4.1333,4.2065,4.305,4.4421,4.4543,4.7507,4.8349,5.0807,5.3176,5.3213,5.3911,3
COc1ccc(N(c2ccc(OC)cc2)c2nc3ccccc3s2)cc1,3.9714,4.0574,4.1744,4.4261,4.5821,4.8261,5.0517,5.0839,5.1229,5.1343,5.1797,5.2192,5.2428,5.3434,5.3886,3.1202,3.3978,3.6088,3.6704,3.8707,4.0185,4.066,4.2823,4.4396,4.4971,4.5264,4.6447,4.6938,4.83,4.8569,4
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3nc4ccccc4s3)cc2)cc1,3.1222,3.6795,4.1552,4.1729,4.1998,4.2514,4.2941,4.4712,4.5385,4.5957,4.7599,4.7955,4.872,5.0156,5.0709,2.3664,3.1758,3.2332,3.3984,3.5956,3.671,3.7502,3.7695,3.9009,4.1116,4.2183,4.2728,4.327,4.3794,4.4263,5
c1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc2)cc1,3.2256,3.8916,4.0718,4.1874,4.3117,4.4206,4.4525,4.6441,4.7024,4.7553,4.8872,4.9138,4.9255,5.0697,5.2127,2.4162,3.2216,3.2508,3.5388,3.6108,3.7744,3.9125,3.9901,4.0387,4.1452,4.2293,4.2813,4.318,4.3456,4.4228,5
Cc1ccc(N(c2ccc(C)cc2)c2nc3ccccc3s2)cc1,3.989,4.1251,4.1591,4.5812,4.6205,4.869,4.9858,5.0916,5.1519,5.193,5.2677,5.3585,5.3757,5.4663,5.51,3.0992,3.3529,3.6154,3.8802,4.0234,4.0758,4.1445,4.2352,4.4042,4.5026,4.6067,4.7574,4.7925,4.8623,4.8809,4
c1ccc2sc(-c3ccc(-n4cccc4)cc3)nc2c1,3.6125,3.7586,4.1529,4.5343,4.5458,4.7029,4.7299,5.0894,5.2433,5.2661,5.3608,5.3763,5.4441,5.4903,5.588,2.6256,3.2427,3.413,3.7271,4.0442,4.122,4.2355,4.3057,4.3371,4.355,4.4629,4.6921,4.7201,4.906,5.0519,4
c1ccc2sc(-n3cccc3)nc2c1,4.2691,4.4567,4.6603,5.0061,5.2022,5.2992,5.3588,5.4346,5.4751,5.7268,5.7976,6.098,6.2666,6.4475,6.4746,3.1348,3.2377,3.9503,4.1541,4.4348,4.642,4.8127,5.0055,5.1161,5.1252,5.3062,5.3119,5.3785,5.5054,5.8147,3
Cc1ccc(C)n1-c1nc2ccccc2s1,3.5838,4.4397,4.6683,4.6785,4.7695,5.2131,5.332,5.3752,5.4449,5.471,5.5118,5.8415,6.1574,6.2022,6.2791,3.0166,3.2155,3.912,4.1657,4.3254,4.5176,4.5953,4.6876,4.8328,4.8727,4.9658,5.0795,5.2465,5.4571,5.5198,3
Cc1ccc(C)n1-c1ccc(-c2nc3ccccc3s2)cc1,2.8623,3.7335,4.0265,4.1252,4.2342,4.6011,4.6569,4.7111,4.8021,5.039,5.0603,5.1926,5.3083,5.3605,5.4425,2.6847,2.7736,3.4221,3.7091,3.8941,3.9537,4.0266,4.114,4.1695,4.2812,4.4034,4.5192,4.5885,4.6637,4.8933,4
c1ccc2cc(N(c3ccc4ccccc4c3)c3nc4ccccc4s3)ccc2c1,3.3928,3.6633,3.96,4.0904,4.1554,4.3364,4.4247,4.486,4.5198,4.5628,4.6102,4.6729,4.7461,4.7768,4.8074,2.6308,2.6622,3.118,3.3493,3.5222,3.7902,3.8497,4.0098,4.04,4.0741,4.1354,4.2186,4.2246,4.2624,4.3049,6
c1ccc2cc(-c3nc4ccccc4s3)ccc2c1,3.7138,3.9126,4.0902,4.4994,4.6681,4.8416,4.972,5.0829,5.1983,5.2921,5.469,5.4838,5.5657,5.6116,5.7153,2.4223,3.0665,3.4974,3.6452,3.8434,4.043,4.1311,4.2603,4.2841,4.4681,4.823,4.9299,4.975,5.0722,5.0884,4
c1ccc2c(-c3nc4ccccc4s3)c3ccccc3cc2c1,3.1338,3.7179,3.8472,3.9539,4.0661,4.4409,4.643,4.7594,4.7971,4.9262,4.9848,5.0415,5.0895,5.1878,5.2751,1.7375,3.2385,3.2599,3.4362,3.6185,3.7343,3.8302,3.9828,4.1097,4.2143,4.2888,4.4156,4.4689,4.523,4.5761,5
c1ccc(-c2nc(-c3nc4ccccc4s3)[nH]c2-c2ccccc2)cc1,3.4416,4.0435,4.1985,4.3939,4.4131,4.5155,4.7662,4.8141,4.8406,4.9542,4.9859,5.0091,5.1025,5.1248,5.1351,2.4736,3.0646,3.4111,3.6012,3.7499,4.0642,4.0749,4.1202,4.3059,4.3382,4.3547,4.4356,4.4985,4.5583,4.5598,5
Fc1ccc(-c2nc(-c3nc4ccccc4s3)[nH]c2-c2ccc(F)cc2)cc1,3.4305,4.0618,4.1613,4.2258,4.3293,4.6536,4.6747,4.7144,4.7319,4.7561,4.8073,4.9923,5.0296,5.1729,5.1786,2.4729,3.0889,3.4159,3.6316,3.7708,3.7921,4.0124,4.1444,4.1805,4.2223,4.2834,4.3527,4.4906,4.528,4.581,5
Nc1ccc(-c2nc(-c3nc4ccccc4s3)[nH]c2-c2ccc(N)cc2)cc1,3.0382,3.7733,3.8941,4.001,4.209,4.3136,4.4528,4.4849,4.6225,4.6977,4.7849,4.7925,4.9712,5.0067,5.0677,2.3103,2.9583,3.2572,3.4089,3.5237,3.5552,3.7902,3.836,3.9852,4.123,4.2044,4.3775,4.3855,4.4653,4.5166,5
c1ccc(C(=C(c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc2)c2ccccc2)cc1,3.1941,3.8491,3.9987,4.0517,4.2706,4.3335,4.3642,4.4095,4.5202,4.5824,4.6511,4.6631,4.7354,4.76,4.7895,2.262,2.7638,3.3609,3.4847,3.5367,3.6802,3.7873,3.8906,3.959,4.0839,4.1296,4.1467,4.1725,4.2239,4.2519,6
C(=C(/c1ccccc1)c1ccc(-c2nc3ccccc3s2)cc1)\c1ccccc1,3.3265,3.9189,4.0529,4.1301,4.3048,4.4738,4.4908,4.6141,4.6539,4.6636,4.7827,4.8261,4.8443,4.985,5.0474,2.3273,2.74,3.3749,3.5633,3.6533,3.8198,3.9042,4.0584,4.087,4.1545,4.1707,4.2498,4.2697,4.3705,4.4391,5
S=C1c2cccc3cccc(c23)C(=S)N1c1nc2ccccc2s1,1.7396,2.2691,2.6262,2.9655,2.9999,3.1623,3.2537,3.6516,3.7885,3.9063,3.9508,4.0377,4.2071,4.2314,4.253,1.4998,1.629,1.9376,1.9898,2.6732,2.935,3.0603,3.17,3.2044,3.3116,3.3667,3.6806,3.7247,3.9288,3.949,4
O=C1c2cccc3cccc(c23)C(=O)N1c1nc2ccccc2s1,2.9201,3.0062,3.2338,3.7451,3.9461,4.1033,4.1716,4.1961,4.2696,4.6386,4.6638,4.7369,4.7608,4.778,5.0187,2.298,2.8013,2.9999,3.0292,3.1803,3.3533,3.6589,3.6747,3.7376,3.9877,4.0663,4.3725,4.3973,4.475,4.5372,4
CCCCN1C(=O)c2cccc3c(-c4nc5ccccc5s4)ccc(c23)C1=O,3.1185,3.4332,3.4515,3.6978,3.8076,3.8948,4.055,4.1292,4.3604,4.755,4.8983,4.9364,5.0015,5.1308,5.2064,1.981,2.8617,3.0926,3.205,3.2103,3.4267,3.6553,3.7152,3.8191,3.856,4.1226,4.2409,4.3113,4.4086,4.4799,4
O=C1NC(=O)c2ccc(-c3nc4ccccc4s3)c3cccc1c23,3.1223,3.4032,3.4547,3.7482,3.857,3.9654,4.1274,4.3251,4.4323,4.7413,4.9136,4.9564,5.0195,5.1754,5.1856,1.9855,2.8515,3.0795,3.2093,3.2303,3.6239,3.6961,3.7768,3.8257,3.8616,4.1345,4.2404,4.3195,4.3985,4.5082,4
CCCCN1C(=S)c2cccc3c(-c4nc5ccccc5s4)ccc(c23)C1=S,1.7627,2.104,2.6401,2.9536,3.0322,3.2928,3.3135,3.5482,3.6687,3.7623,3.933,3.99,4.152,4.266,4.2907,1.4865,1.5704,1.7934,1.9005,2.7179,2.9166,2.9884,3.2237,3.2957,3.2999,3.4417,3.5989,3.7648,3.8054,3.8781,4
S=C1NC(=S)c2ccc(-c3nc4ccccc4s3)c3cccc1c23,1.9054,2.1807,2.5902,2.8927,2.9924,3.262,3.4084,3.5397,3.7385,3.7537,3.7782,4.0651,4.1322,4.3365,4.3838,1.499,1.6647,1.7597,1.9357,2.5804,2.756,2.9882,3.2351,3.3235,3.3568,3.5117,3.5326,3.7364,3.7811,3.9733,4
C(=C/c1ccc(-c2nc3ccccc3s2)s1)\c1cccs1,2.8958,3.6658,3.6826,4.1805,4.1918,4.3473,4.439,4.4801,4.639,4.6613,4.9507,4.9581,5.0114,5.1298,5.213,1.5411,2.5988,3.2163,3.4516,3.5645,3.6817,3.7836,3.9804,4.0803,4.0948,4.2361,4.2709,4.5092,4.6277,4.6992,4
c1ccc2c(c1)Sc1ccccc1N2c1nc2ccccc2s1,3.958,4.0684,4.323,4.5026,4.594,4.6219,4.7369,4.8184,4.9793,5.0442,5.0804,5.1424,5.2119,5.3003,5.3098,3.1499,3.4214,3.505,3.868,4.0093,4.089,4.1369,4.1622,4.207,4.3365,4.4182,4.5322,4.6824,4.7674,4.7817,4
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nc3ccccc3s2)cc1,2.5998,3.5951,3.7159,3.8962,4.0122,4.123,4.1966,4.2917,4.4447,4.5218,4.5473,4.5905,4.6841,4.7184,4.8156,2.5856,2.7128,3.0311,3.432,3.4915,3.6623,3.667,3.7046,3.7956,3.8837,4.0717,4.1454,4.1542,4.2501,4.2815,5
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nc3ccccc3s2)o1,3.0519,3.8966,4.0023,4.0129,4.1571,4.3565,4.4647,4.7337,4.783,4.8058,4.8062,4.9297,4.9737,5.0185,5.1149,2.457,3.0006,3.2971,3.4281,3.5226,3.7897,3.828,3.9481,3.9997,4.1825,4.2108,4.3147,4.331,4.4158,4.5541,5
c1ccc2c(c1)Oc1ccccc1N2c1nc2ccccc2s1,3.8037,4.1303,4.4222,4.4702,4.6319,4.7202,4.7963,5.0012,5.1993,5.2682,5.2705,5.2984,5.4452,5.4784,5.5011,3.0484,3.3591,3.6015,3.8076,3.9929,4.0331,4.0905,4.1798,4.3444,4.3956,4.4506,4.6405,4.7427,4.8501,4.9648,4
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nc3ccccc3s2)cc1,2.2439,3.3545,3.7421,3.7682,4.0146,4.1036,4.116,4.1758,4.24,4.2983,4.486,4.4969,4.5623,4.6815,4.7412,2.2363,2.716,2.8109,3.3237,3.4281,3.5016,3.6461,3.7012,3.7654,3.8002,4.0622,4.1039,4.1542,4.2236,4.2431,5
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nc3ccccc3s2)s1,2.3857,3.761,3.7943,3.8087,3.9292,3.9769,4.2285,4.3039,4.3716,4.4449,4.5051,4.5914,4.6238,4.6553,4.8802,2.3453,2.3698,2.9514,3.3324,3.5373,3.6329,3.6434,3.6685,3.8023,3.8727,3.989,4.1304,4.2082,4.2424,4.2842,5
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nc3ccccc3s2)o1,2.6747,3.9338,3.9359,4.0258,4.1741,4.3317,4.3849,4.4342,4.5498,4.707,4.7089,4.7377,4.7541,5.1134,5.1158,2.5181,2.6623,3.0493,3.4273,3.6506,3.7026,3.7221,3.8027,4.0166,4.199,4.2471,4.2866,4.4179,4.4619,4.5051,5
CC1(C)c2ccccc2N(c2nc3ccccc3s2)c2ccccc21,3.17,4.3445,4.3787,4.4762,4.5224,4.6452,4.6574,4.7426,4.8276,4.9423,5.0723,5.2505,5.3263,5.4372,5.522,3.1096,3.2978,3.3925,3.6414,3.7993,3.8504,4.0164,4.2027,4.3186,4.3673,4.4056,4.6802,4.685,4.7214,4.7364,4
CC1(C)c2ccccc2N(c2ccc(-c3nc4ccccc4s3)cc2)c2ccccc21,2.5401,3.6704,4.025,4.1306,4.1367,4.2211,4.2497,4.3302,4.3826,4.3854,4.5175,4.6124,4.695,4.7187,4.7641,2.5322,2.7141,3.2137,3.4395,3.5857,3.5982,3.7454,3.7991,4.0244,4.037,4.1285,4.1542,4.2612,4.2632,4.2817,5
CC1(C)c2ccccc2N(c2ccc(-c3nc4ccccc4s3)s2)c2ccccc21,2.6607,3.7612,3.9983,4.1325,4.2086,4.2517,4.3384,4.3822,4.3884,4.5606,4.6323,4.6484,4.6761,4.7152,4.8697,2.3353,2.6456,3.3296,3.3432,3.636,3.6551,3.7676,3.8613,3.9756,4.1296,4.1303,4.1676,4.2227,4.268,4.3192,5
CC1(C)c2ccccc2N(c2ccc(-c3nc4ccccc4s3)o2)c2ccccc21,2.9826,3.9315,4.1679,4.3734,4.3879,4.4741,4.5127,4.6687,4.7202,4.7438,4.7924,4.9186,5.1001,5.1226,5.1444,2.4793,2.9658,3.3584,3.4313,3.6878,3.7989,3.8039,4.015,4.1887,4.3155,4.3395,4.4047,4.4201,4.4865,4.5347,5
CN1c2ccccc2N(c2nc3ccccc3s2)c2ccccc21,3.6538,3.936,4.2051,4.3454,4.5191,4.5678,4.5946,4.8957,5.0273,5.0757,5.1787,5.2215,5.2747,5.3327,5.4522,3.0087,3.2293,3.507,3.6228,3.8095,3.9556,4.0436,4.0915,4.2398,4.3699,4.3977,4.5557,4.6353,4.7638,4.927,4
CN1c2ccccc2N(c2ccc(-c3nc4ccccc4s3)cc2)c2ccccc21,2.0302,3.169,3.5593,3.5649,3.8322,3.9525,4.0204,4.056,4.1381,4.1911,4.245,4.3825,4.4202,4.6991,4.7142,2.0227,2.7191,2.7575,3.1568,3.4022,3.439,3.4443,3.5544,3.5562,3.8056,3.8318,4.0,4.0465,4.1584,4.2123,5
CN1c2ccccc2N(c2ccc(-c3nc4ccccc4s3)s2)c2ccccc21,2.1033,3.5627,3.5924,3.6578,3.7543,3.9816,4.0013,4.028,4.1165,4.2125,4.4117,4.4154,4.6332,4.6501,4.8313,2.0883,2.3331,2.8418,3.3452,3.3815,3.3929,3.4893,3.5829,3.6333,3.7731,3.8499,3.9757,4.1106,4.1326,4.2225,5
CN1c2ccccc2N(c2ccc(-c3nc4ccccc4s3)o2)c2ccccc21,2.4148,3.7375,3.8295,3.9068,4.1178,4.1292,4.1902,4.2293,4.3446,4.4214,4.5625,4.6431,4.7247,4.9959,5.0771,2.3947,2.5091,2.997,3.4406,3.4914,3.5021,3.5881,3.8056,3.8182,4.1178,4.1977,4.251,4.2683,4.3204,4.3828,5
Cc1cccc2c3cccc(C)c3n(-c3nc4ccccc4s3)c12,3.4215,3.794,4.2437,4.5707,4.6371,4.652,4.6696,4.7868,4.8978,4.9217,5.0122,5.2136,5.2329,5.3449,5.3651,3.1684,3.2675,3.4043,3.521,3.7333,3.9059,3.9606,4.1097,4.1898,4.4484,4.522,4.6183,4.6524,4.7014,4.7156,5
O=c1c2ccccc2n(-c2nc3ccccc3s2)c2ccccc12,3.479,3.5855,3.7175,4.482,4.5529,4.5801,4.6737,4.7348,4.8292,4.8311,4.8761,4.8831,4.9646,4.9927,5.0042,2.8924,3.1731,3.2852,3.4009,3.4173,3.4739,3.8505,3.9837,4.1208,4.2013,4.2969,4.4783,4.6549,4.7304,4.7458,5
O=c1c2ccccc2n(-c2ccc(-c3nc4ccccc4s3)cc2)c2ccccc12,2.9864,3.5875,3.6447,3.9446,4.0066,4.0719,4.0855,4.3627,4.3702,4.501,4.5063,4.567,4.6625,4.7504,4.8899,2.7079,2.8024,2.9793,3.189,3.3866,3.4035,3.4331,3.792,3.8407,3.9468,4.0645,4.0848,4.1489,4.2146,4.2267,6
O=c1c2ccccc2n(-c2ccc(-c3nc4ccccc4s3)s2)c2ccccc12,3.0458,3.5814,3.6673,3.7895,3.934,3.9788,4.1338,4.3472,4.3504,4.4846,4.5386,4.5929,4.6031,4.6618,4.6961,2.3443,2.8802,3.0334,3.1716,3.3062,3.4163,3.4168,3.6361,3.8932,3.976,3.976,4.1162,4.1228,4.1278,4.1848,6
O=c1c2ccccc2n(-c2ccc(-c3nc4ccccc4s3)o2)c2ccccc12,3.3362,3.5942,3.7322,3.9642,4.1027,4.1429,4.2096,4.5756,4.5809,4.583,4.6932,4.7115,4.7641,4.9073,5.0362,2.5356,2.9182,3.1821,3.3214,3.4076,3.4206,3.4289,3.7971,3.9894,4.109,4.1354,4.1913,4.212,4.2277,4.3497,6
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4nc5ccccc5s4)s3)c12,2.9339,3.2758,3.7276,3.9713,4.1415,4.2045,4.4846,4.5697,4.6124,4.6246,4.7245,4.8004,4.8108,4.86,4.8988,2.3128,2.9188,3.176,3.2606,3.3221,3.5008,3.6393,3.8994,3.9538,4.0761,4.1134,4.1439,4.2072,4.4127,4.4298,6
c1ccc2sc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1,3.1835,3.5911,4.0227,4.0919,4.1642,4.2246,4.5479,4.635,4.7078,4.7642,4.8141,4.8679,4.9768,5.0703,5.1294,2.5748,3.1668,3.1946,3.3812,3.5196,3.5683,3.84,3.9599,4.0314,4.1436,4.1796,4.229,4.28,4.4415,4.5196,6
c1ccc2sc(-c3ccc(-n4c5ccccc5c5ccccc54)s3)nc2c1,3.1099,3.5216,3.8691,3.9981,4.0251,4.3468,4.5237,4.5929,4.6441,4.7457,4.7815,4.8713,4.9381,4.9589,4.9843,2.2537,3.1571,3.1682,3.4075,3.4448,3.5007,3.7024,3.9426,4.0351,4.0745,4.1367,4.2323,4.2816,4.3744,4.5241,6
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4nc5ccccc5s4)cc3)c12,2.8031,3.2281,3.9561,3.9927,4.0957,4.1117,4.1268,4.4353,4.6102,4.6603,4.6751,4.6757,4.7759,4.8323,5.0205,2.697,2.7953,3.1742,3.2166,3.3915,3.4178,3.7828,3.8514,4.0689,4.1028,4.1235,4.1448,4.1535,4.2433,4.2785,6
c1ccc2sc(-n3c4ccccc4c4ccccc43)nc2c1,3.9588,4.1211,4.2584,4.5825,4.6141,4.8781,5.0037,5.0663,5.0909,5.1529,5.2539,5.2935,5.3368,5.4008,5.4805,3.1019,3.1463,3.5301,3.7727,4.066,4.0939,4.1312,4.1918,4.3963,4.5048,4.5762,4.6587,4.7095,4.8944,4.9401,5
c1ccc(-c2nc3ccccc3s2)cc1,4.1169,4.2321,4.6811,4.747,5.2468,5.3412,5.4215,5.491,5.6139,5.6471,5.6886,6.0094,6.1275,6.2774,6.3639,2.7555,3.4989,3.8376,4.075,4.1741,4.3136,4.4789,4.5582,4.7066,4.989,5.1696,5.214,5.4131,5.5756,5.6727,3
COc1ccc(-c2nc3ccccc3s2)cc1,3.9882,4.2966,4.6659,4.8263,5.0286,5.1127,5.2065,5.3866,5.5314,5.5885,5.6082,5.9646,6.0175,6.1051,6.1736,2.7038,3.5254,3.8604,4.0731,4.1941,4.3885,4.393,4.4012,4.4776,4.9039,5.0245,5.1924,5.3492,5.5401,5.5598,3
Nc1ccc(-c2ccc(-c3ccncc3)cc2)cc1,3.8098,4.4671,4.5787,4.6395,4.7649,4.9619,5.0974,5.115,5.1812,5.2123,5.2423,5.8492,5.9315,5.9891,6.0288,2.8602,3.5731,3.7934,3.9712,4.0193,4.1113,4.1395,4.3241,4.4427,4.4447,4.6429,4.6496,4.7458,4.8138,5.0754,3
c1ccc2c(c1)ccn2-c1ccc(-c2ccncc2)cc1,3.6484,4.1092,4.273,4.5419,4.6845,4.7448,4.7713,4.9113,5.0286,5.0955,5.1691,5.1906,5.2772,5.332,5.6355,3.0297,3.2102,3.7384,3.9174,3.9322,3.9592,4.0872,4.1623,4.2994,4.4499,4.5577,4.6158,4.6698,4.7183,4.752,4
c1cc(-c2ccc(-c3ccc4occc4c3)cc2)ccn1,4.2344,4.3214,4.5344,4.7287,4.8122,4.9708,5.1373,5.205,5.2594,5.3343,5.3503,5.4949,5.552,5.6325,5.666,3.0173,3.3505,3.8497,3.9393,3.9685,4.1013,4.2312,4.296,4.3056,4.4676,4.5309,4.786,4.8922,4.9118,5.0076,4
c1cc(-c2ccc(-c3ccc4[nH]cnc4c3)cc2)ccn1,4.1637,4.4398,4.5466,4.7111,4.8387,4.956,5.156,5.2097,5.2642,5.2895,5.4294,5.5118,5.6018,5.6441,5.6894,3.0092,3.5039,3.865,3.9496,3.9765,4.1954,4.2222,4.3052,4.311,4.4976,4.5139,4.8526,4.8847,4.9434,5.0727,4
c1cc(-c2ccc(-c3ccncc3)cc2)c2ncoc2c1,4.1221,4.4539,4.5789,4.6483,4.8834,4.8873,5.1812,5.2075,5.296,5.3788,5.4485,5.5066,5.637,5.6705,5.7486,2.8618,3.5133,3.898,3.9074,4.0692,4.1197,4.2583,4.3944,4.4778,4.5453,4.6342,4.8072,4.9203,4.9707,5.0615,4
